t_sys,force_FR,force_est_FR,force_FL,force_est_FL,force_RR,force_est_RR,force_RL,force_est_RL
3868.085474,144,0,141,0,162,0,156,0
3868.087476,144,0,141,0,162,0,156,0
3868.089382,144,0,141,0,162,0,156,0
3868.091333,144,0,141,0,162,0,156,0
3868.093516,144,0,141,0,162,0,156,0
3868.095415,144,0,141,0,162,0,156,0
3868.097426,144,0,141,0,162,0,156,0
3868.099468,144,0,141,0,162,0,156,0
3868.101326,144,0,141,0,162,0,156,0
3868.103377,144,0,141,0,162,0,156,0
3868.105261,144,0,141,0,162,0,156,0
3868.107235,144,0,141,0,162,0,156,0
3868.109271,144,0,141,0,162,0,156,0
3868.111473,144,0,141,0,162,0,156,0
3868.113515,144,0,141,0,162,0,156,0
3868.115459,144,0,141,0,162,0,156,0
3868.117390,144,0,141,0,162,0,156,0
3868.119861,144,0,141,0,162,0,156,0
3868.121414,144,0,141,0,162,0,156,0
3868.123412,144,0,141,0,162,0,156,0
3868.125358,144,0,141,0,162,0,156,0
3868.127346,144,0,141,0,162,0,156,0
3868.129386,144,0,141,0,162,0,156,0
3868.131379,144,0,141,0,162,0,156,0
3868.133390,144,0,141,0,162,0,156,0
3868.135426,144,0,141,0,162,0,156,0
3868.137449,144,0,141,0,162,0,156,0
3868.139310,144,0,141,0,162,0,156,0
3868.141368,144,0,141,0,162,0,156,0
3868.143264,144,0,141,0,162,0,156,0
3868.145424,144,0,141,0,162,0,156,0
3868.147378,144,0,141,0,162,0,156,0
3868.149449,144,0,141,0,162,0,156,0
3868.151422,144,0,141,0,162,0,156,0
3868.153390,144,0,141,0,162,0,156,0
3868.155545,144,0,141,0,162,0,156,0
3868.157420,144,0,141,0,162,0,156,0
3868.159466,144,0,141,0,162,0,156,0
3868.161463,144,0,141,0,162,0,156,0
3868.163529,144,0,141,0,162,0,156,0
3868.165424,144,0,141,0,162,0,156,0
3868.167353,144,0,141,0,162,0,156,0
3868.169555,144,0,141,0,162,0,156,0
3868.171218,144,0,141,0,162,0,156,0
3868.173425,144,0,141,0,162,0,156,0
3868.175173,144,0,141,0,162,0,156,0
3868.177435,144,0,141,0,162,0,156,0
3868.179468,144,0,141,0,162,0,156,0
3868.181467,144,0,141,0,162,0,156,0
3868.183452,144,0,141,0,162,0,156,0
3868.185440,144,0,141,0,162,0,156,0
3868.187451,144,0,141,0,162,0,156,0
3868.189461,144,0,141,0,162,0,156,0
3868.191451,144,0,141,0,162,0,156,0
3868.193258,144,0,141,0,162,0,156,0
3868.195430,144,0,141,0,162,0,156,0
3868.197392,144,0,141,0,162,0,156,0
3868.199342,144,0,141,0,162,0,156,0
3868.201389,144,0,141,0,162,0,156,0
3868.203413,144,0,141,0,162,0,156,0
3868.205385,144,0,141,0,162,0,156,0
3868.207489,144,0,141,0,162,0,156,0
3868.209475,144,0,141,0,162,0,156,0
3868.211446,144,0,141,0,162,0,156,0
3868.213435,144,0,141,0,162,0,156,0
3868.215176,144,0,141,0,162,0,156,0
3868.217341,144,0,141,0,162,0,156,0
3868.219394,144,0,141,0,162,0,156,0
3868.221433,144,0,141,0,162,0,156,0
3868.223461,144,0,141,0,162,0,156,0
3868.225412,144,0,141,0,162,0,156,0
3868.227270,144,0,141,0,162,0,156,0
3868.229419,144,0,141,0,162,0,156,0
3868.231448,144,0,141,0,162,0,156,0
3868.233336,144,0,141,0,162,0,156,0
3868.235408,144,0,141,0,162,0,156,0
3868.237438,144,0,141,0,162,0,156,0
3868.239507,144,0,141,0,162,0,156,0
3868.241423,144,0,141,0,162,0,156,0
3868.243213,144,0,141,0,162,0,156,0
3868.245391,144,0,141,0,162,0,156,0
3868.247489,144,0,141,0,162,0,156,0
3868.249506,144,0,141,0,162,0,156,0
3868.251516,144,0,141,0,162,0,156,0
3868.253555,144,0,141,0,162,0,156,0
3868.255387,144,0,141,0,162,0,156,0
3868.257427,144,0,141,0,162,0,156,0
3868.259400,144,0,141,0,162,0,156,0
3868.261223,144,0,141,0,162,0,156,0
3868.263371,144,0,141,0,162,0,156,0
3868.265504,144,0,141,0,162,0,156,0
3868.267435,144,0,141,0,162,0,156,0
3868.269589,144,0,141,0,162,0,156,0
3868.271481,144,0,141,0,162,0,156,0
3868.273448,144,0,141,0,162,0,156,0
3868.275436,144,0,141,0,162,0,156,0
3868.277436,144,0,141,0,162,0,156,0
3868.279449,144,0,141,0,162,0,156,0
3868.281446,144,0,141,0,162,0,156,0
3868.283453,144,0,141,0,162,0,156,0
3868.285476,144,0,141,0,162,0,156,0
3868.287460,144,0,141,0,162,0,156,0
3868.289340,144,0,141,0,162,0,156,0
3868.291326,144,0,141,0,162,0,156,0
3868.293458,144,0,141,0,162,0,156,0
3868.295487,144,0,141,0,162,0,156,0
3868.297489,144,0,141,0,162,0,156,0
3868.299503,144,0,141,0,162,0,156,0
3868.301493,144,0,141,0,162,0,156,0
3868.303493,144,0,141,0,162,0,156,0
3868.305472,144,0,141,0,162,0,156,0
3868.307322,144,0,141,0,162,0,156,0
3868.309449,144,0,141,0,162,0,156,0
3868.311473,144,0,141,0,162,0,156,0
3868.313437,144,0,141,0,162,0,156,0
3868.315488,144,0,141,0,162,0,156,0
3868.317455,144,0,141,0,162,0,156,0
3868.319440,144,0,141,0,162,0,156,0
3868.321385,144,0,141,0,162,0,156,0
3868.323258,144,0,141,0,162,0,156,0
3868.325182,144,0,141,0,162,0,156,0
3868.327638,144,0,141,0,162,0,156,0
3868.329492,144,0,141,0,162,0,156,0
3868.331577,144,0,141,0,162,0,156,0
3868.333580,144,0,141,0,162,0,156,0
3868.335511,144,0,141,0,162,0,156,0
3868.337550,144,0,141,0,162,0,156,0
3868.339473,144,0,141,0,162,0,156,0
3868.341462,144,0,141,0,162,0,156,0
3868.343503,144,0,141,0,162,0,156,0
3868.345476,144,0,141,0,162,0,156,0
3868.347474,144,0,141,0,162,0,156,0
3868.349451,144,0,141,0,162,0,156,0
3868.351360,144,0,141,0,162,0,156,0
3868.353442,144,0,141,0,162,0,156,0
3868.355368,144,0,141,0,162,0,156,0
3868.357433,144,0,141,0,162,0,156,0
3868.359511,144,0,141,0,162,0,156,0
3868.361454,144,0,141,0,162,0,156,0
3868.363488,144,0,141,0,162,0,156,0
3868.365486,144,0,141,0,162,0,156,0
3868.367479,144,0,141,0,162,0,156,0
3868.369564,144,0,141,0,162,0,156,0
3868.371435,144,0,141,0,162,0,156,0
3868.373381,144,0,141,0,162,0,156,0
3868.375473,144,0,141,0,162,0,156,0
3868.377472,144,0,141,0,162,0,156,0
3868.379464,144,0,141,0,162,0,156,0
3868.381498,144,0,141,0,162,0,156,0
3868.383514,144,0,141,0,162,0,156,0
3868.385459,144,0,141,0,162,0,156,0
3868.387473,144,0,141,0,162,0,156,0
3868.389332,144,0,141,0,162,0,156,0
3868.391516,144,0,141,0,162,0,156,0
3868.393536,144,0,141,0,162,0,156,0
3868.395553,144,0,141,0,162,0,156,0
3868.397300,144,0,141,0,162,0,156,0
3868.399415,144,0,141,0,162,0,156,0
3868.401461,144,0,141,0,162,0,156,0
3868.403418,144,0,141,0,162,0,156,0
3868.405440,144,0,141,0,162,0,156,0
3868.407428,144,0,141,0,162,0,156,0
3868.409413,144,0,141,0,162,0,156,0
3868.411407,144,0,141,0,162,0,156,0
3868.413422,144,0,141,0,162,0,156,0
3868.415447,144,0,141,0,162,0,156,0
3868.417362,144,0,141,0,162,0,156,0
3868.419590,144,0,141,0,162,0,156,0
